dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_src_dport_ltm,ct_dst_sport_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,is_sm_ips_ports,attack_cat,label
0.047442,tcp,ftp-data,FIN,14,8,8928,424,442.64575,1398086.1,62560.6,4,1,3.649385,6.642286,394.17993,16.133747,255,2171374547,826932010,255,0.000604,0.000463,0.000141,638,53,0,0,1,1,0,0,0,0,Normal,0
0.378553,tcp,-,FIN,28,30,4456,3080,150.57336,90808.945,62934.383,7,7,14.009185,13.036655,744.0855,18.482248,255,648513759,709585675,255,0.000605,0.000488,0.000117,159,103,0,0,1,1,0,0,0,0,Normal,0
0.001205,udp,dns,CON,2,2,130,162,2489.6267,431535.28,537759.4,0,0,0.003,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,1,0,0,0,0,Normal,0
0.001109,udp,dns,CON,2,2,146,178,2705.14,526600.56,642019.9,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,1,0,0,0,0,Normal,0
1e-05,udp,dns,INT,2,0,114,0,100000.0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,12,0,0,0,0,Generic,1
3e-06,udp,-,INT,2,0,104,0,333333.3,138666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,1,0,0,0,0,Normal,0
8e-06,netblt,-,INT,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,DoS,1
0.372782,tcp,-,FIN,28,30,4752,3080,152.90439,98352.39,63908.668,7,7,13.795148,12.836966,780.237,19.903042,255,1449280766,3602831809,255,0.000658,0.000502,0.000156,170,103,0,0,1,1,0,0,0,0,Normal,0
5e-06,udp,dns,INT,2,0,114,0,200000.0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,25,0,0,0,0,Generic,1
3e-06,udp,dns,INT,2,0,114,0,333333.3,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,5,5,0,0,0,0,Generic,1
1e-06,udp,dns,INT,2,0,114,0,1000000.0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,16,0,0,0,0,Generic,1
1.120884,tcp,-,FIN,10,6,534,268,13.382295,3433.005,1598.7383,2,1,124.54266,210.1908,8365.257,391.81302,255,3547627844,3909786239,255,0.112801,0.069206,0.043595,53,45,0,0,1,1,0,0,0,0,Normal,0
2e-06,udp,-,INT,2,0,104,0,500000.0,208000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,1,0,0,0,0,Normal,0
15.602136,ospf,-,INT,20,0,900,0,1.217782,438.40152,0.0,0,0,821.16504,0.0,987.0407,0.0,0,0,0,0,0.0,0.0,0.0,45,0,0,0,2,2,0,0,0,0,Reconnaissance,1
0.483232,ospf,-,INT,20,0,1040,0,39.31859,16356.533,0.0,0,0,25.433264,0.0,28.871185,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,1,0,0,0,0,DoS,1
0.962499,tcp,pop3,FIN,20,26,984,10878,46.753296,7771.4365,86940.35,7,11,50.65784,35.72032,2450.8599,2016.5846,255,1760794778,3352618514,255,0.05139,0.018026,0.033364,49,418,0,0,1,1,0,0,0,0,Exploits,1
0.70258,tcp,http,FIN,12,26,924,29258,52.663044,9644.454,320339.34,2,11,63.87091,23.50064,4061.58,3020.81,255,3500950932,1266001084,255,0.140325,0.060208,0.080117,77,1125,0,0,1,1,0,0,0,0,Exploits,1
7e-06,udp,dns,INT,2,0,114,0,142857.14,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,16,0,0,0,0,Generic,1
0.367702,tcp,-,FIN,10,6,590,268,40.793903,11552.833,4873.5117,2,1,40.855778,66.414604,1986.4152,103.19217,255,523992184,3729890449,255,0.088956,0.03498,0.053976,59,45,0,0,2,1,0,0,0,0,Fuzzers,1
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,12,0,0,0,0,Generic,1
0.001062,udp,dns,CON,2,2,130,162,2824.8586,489642.16,610169.44,0,0,0.009,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,4,1,0,0,0,0,Normal,0
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,22,9,0,0,0,0,Generic,1
9e-06,ddp,-,INT,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,3,0,0,0,0,DoS,1
0.001143,udp,dns,CON,2,2,130,162,2624.6719,454943.16,566929.1,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,1,0,0,0,0,Normal,0
9e-06,unas,-,INT,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,4,0,0,0,0,DoS,1
0.934689,tcp,-,FIN,14,12,2024,678,26.746864,16090.914,5323.696,4,4,71.899155,80.05563,4035.885,108.70712,255,3794046731,3603417618,255,0.101508,0.053276,0.048232,145,57,0,0,1,1,0,0,0,0,Normal,0
0.001062,udp,dns,CON,2,2,146,178,2824.8586,549905.8,670433.1,0,0,0.011,0.011,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
3e-06,udp,dns,INT,2,0,114,0,333333.3,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,14,0,0,0,0,Generic,1
6e-06,udp,dns,INT,2,0,114,0,166666.66,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,13,0,0,0,0,Generic,1
0.019446,tcp,-,FIN,16,18,1540,1644,1697.0071,594055.3,638897.44,4,4,1.2752,1.115294,78.17755,2.151867,255,1995124246,2000358059,255,0.000645,0.000482,0.000163,96,91,0,0,4,1,0,0,0,0,Normal,0
0.046936,tcp,-,FIN,60,60,3614,49932,2535.3672,605761.0,8368842.5,7,24,0.790085,0.786644,46.89289,45.29975,255,2999712434,854600986,255,0.000932,0.000514,0.000418,60,832,0,0,1,1,0,0,0,0,Normal,0
0.004993,udp,-,CON,4,4,568,320,1401.9628,682555.56,384538.34,0,0,1.317,1.164,1.854035,1.637659,0,0,0,0,0.0,0.0,0.0,142,80,0,0,1,1,0,0,0,0,Normal,0
4e-06,udp,dns,INT,2,0,114,0,250000.0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,18,0,0,0,0,Generic,1
5e-06,udp,dns,INT,2,0,114,0,200000.0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,17,0,0,0,0,Generic,1
4e-06,udp,dns,INT,2,0,114,0,250000.0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,4,4,0,0,0,0,Generic,1
9e-06,unas,-,INT,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,4,0,0,0,0,Exploits,1
3e-06,udp,dns,INT,2,0,114,0,333333.3,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,18,0,0,0,0,Generic,1
6e-06,gre,-,INT,2,0,156,0,166666.66,104000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,78,0,0,0,1,1,0,0,0,0,Exploits,1
0.640704,tcp,-,FIN,10,8,564,354,26.533314,6343.023,3870.7424,2,1,70.656334,90.22243,5476.277,138.02132,255,1454899387,523630794,255,0.056141,0.009142,0.046999,56,44,0,0,1,1,0,0,0,0,Reconnaissance,1
8e-06,udp,dns,INT,2,0,114,0,125000.0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,17,0,0,0,0,Generic,1
0.046351,tcp,-,FIN,48,50,2958,32642,2092.7273,500010.78,5521348.0,7,18,1.000087,0.935571,66.46303,62.957043,255,1970081484,1994798594,255,0.00064,0.000505,0.000135,62,653,0,0,1,1,0,0,0,0,Normal,0
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,16,0,0,0,0,Generic,1
8.026089,tcp,-,FIN,12,12,1074,878,2.865655,981.7983,802.38336,3,2,729.6445,719.5689,49858.984,1312.5461,255,342241608,877247647,255,0.257508,0.110047,0.147461,90,73,0,0,3,3,0,0,0,0,Fuzzers,1
0.001028,udp,dns,CON,2,2,146,178,2918.2878,568093.4,692607.0,0,0,0.008,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
1e-06,udp,dns,INT,2,0,114,0,1000000.0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,25,0,0,0,0,Generic,1
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,16,0,0,0,0,Generic,1
9.836302,ospf,-,INT,40,0,10880,0,3.964905,8627.633,0.0,0,0,252.21288,0.0,327.4061,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,1,0,0,0,0,Reconnaissance,1
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,18,0,0,0,0,Generic,1
9e-06,stp,-,INT,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Exploits,1
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,10,0,0,0,0,Generic,1
1e-05,udp,dns,INT,2,0,114,0,100000.0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,18,0,0,0,0,Generic,1
58.809574,ospf,-,REQ,30,0,3240,0,0.493117,426.05307,0.0,0,0,2044.5029,0.0,2252.9111,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,1,0,0,0,0,Fuzzers,1
0.005453,tcp,-,FIN,22,24,2054,2478,8252.339,2876948.5,3484320.8,6,6,0.244238,0.210304,14.955437,12.642471,255,1849686484,1849983790,255,0.000738,0.000607,0.000131,93,103,0,0,1,1,0,0,0,0,Normal,0
1.1e-05,udp,-,INT,2,0,2128,0,90909.09,773818200.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1064,0,0,0,1,1,0,0,0,0,Fuzzers,1
0.31659,tcp,-,CON,6,2,1012,86,22.110615,21327.268,1086.5789,2,1,63.318,0.003,3908.8875,0.0,255,1799543441,4122622818,255,0.272974,0.159637,0.113337,169,43,0,0,3,1,0,0,0,0,Normal,0
0.855745,tcp,-,FIN,10,8,564,354,19.86573,4749.078,2898.0596,2,1,89.11755,112.59043,6592.687,144.94707,255,1496289061,2449826395,255,0.106159,0.067611,0.038548,56,44,0,0,1,1,0,0,0,0,Reconnaissance,1
4e-06,udp,-,INT,2,0,168,0,250000.0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,1,0,0,0,0,Reconnaissance,1
0.001658,udp,-,CON,4,4,520,304,4221.954,1881785.2,1100120.6,0,0,0.427667,0.197333,0.597034,0.273426,0,0,0,0,0.0,0.0,0.0,130,76,0,0,1,1,0,0,0,0,Normal,0
0.000987,udp,dns,CON,2,2,130,162,3039.514,526849.06,656535.0,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,1,0,0,0,0,Normal,0
0.751958,tcp,-,FIN,10,8,938,354,22.607645,8989.863,3298.0564,2,1,80.89833,95.627,5228.435,134.97589,255,3082809571,4231683607,255,0.172482,0.082561,0.089921,94,44,0,0,1,1,0,0,0,0,Normal,0
1e-05,udp,dns,INT,2,0,114,0,100000.0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,4,4,0,0,0,0,Generic,1
3e-06,udp,dns,INT,2,0,114,0,333333.3,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,25,0,0,0,0,Generic,1
0.27406,tcp,-,FIN,14,8,4516,432,76.62555,122425.74,11034.08,4,2,20.244001,38.155,1176.9424,56.823376,255,1141289552,252731284,255,0.052212,0.006966,0.045246,323,54,0,0,1,1,0,0,0,0,Exploits,1
8e-06,udp,-,INT,2,0,1066,0,125000.0,533000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,533,0,0,0,6,1,0,0,0,0,Normal,0
1.144049,ospf,-,INT,42,0,1890,0,35.837624,12901.545,0.0,0,0,27.903635,0.0,29.83157,0.0,0,0,0,0,0.0,0.0,0.0,45,0,0,0,1,1,0,0,0,0,DoS,1
0.665738,tcp,-,FIN,12,8,1186,738,28.539757,13074.213,7762.814,3,2,60.521637,80.96586,3635.6118,114.53719,255,3322925497,3745666295,255,0.156506,0.098221,0.058285,99,92,0,0,3,1,0,0,0,0,Fuzzers,1
0.892917,tcp,http,FIN,10,8,836,1092,19.038725,6746.4277,8565.186,2,2,99.09911,116.94629,5750.386,176.90678,255,2047383158,24518110,255,0.136521,0.074284,0.062237,84,137,1,125,1,1,0,0,1,0,Normal,0
1.066165,tcp,http,FIN,14,18,1684,10168,29.076176,11735.52,72063.9,3,5,81.98261,62.688473,8798.938,7706.01,255,4135899963,1991491779,255,0.000591,0.000458,0.000133,120,565,1,3924,1,1,0,0,1,0,Normal,0
0.587913,tcp,-,FIN,10,6,2516,268,25.51398,30820.889,3048.07,2,1,61.49422,98.2868,3182.881,146.73846,255,951481624,4283017487,255,0.144307,0.096477,0.04783,252,45,0,0,1,1,0,0,0,0,Fuzzers,1
3e-06,etherip,-,INT,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,DoS,1
0.001028,udp,dns,CON,2,2,132,164,2918.2878,513618.66,638132.25,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,2,1,0,0,0,0,Normal,0
8e-06,udp,-,INT,2,0,168,0,125000.0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,1,0,0,0,0,Reconnaissance,1
0.771411,tcp,-,FIN,34,14,29304,728,60.927315,294971.16,7010.5303,14,3,22.805819,54.84523,2218.7383,87.315216,255,2852169968,1864966566,255,0.111593,0.058414,0.053179,862,52,0,0,1,1,0,0,0,0,Normal,0
8e-06,udp,dns,INT,2,0,114,0,125000.0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,25,0,0,0,0,Generic,1
0.716149,tcp,-,FIN,16,12,912,694,37.701653,9551.085,7115.838,5,4,46.4948,59.398727,2321.6062,77.63336,255,2484811093,1615738013,255,0.124661,0.062754,0.061907,57,58,0,0,1,1,0,0,0,0,Normal,0
2.069746,tcp,http,FIN,10,10,756,1432,9.17987,2632.207,4982.254,2,2,229.97177,212.85767,15638.367,343.45483,255,2355514919,1469975696,255,0.177564,0.109672,0.067892,76,143,1,276,1,1,0,0,1,0,Exploits,1
59.532005,tcp,-,FIN,24,18,2024,1560,0.688705,260.7001,198.07832,10,6,2588.348,3493.798,377328.94,13455.92,255,4037432455,1619760845,255,0.124895,0.059094,0.065801,84,87,0,0,2,2,0,0,0,0,Fuzzers,1
1.02661,tcp,-,FIN,14,12,4916,984,24.351994,35573.39,7028.9595,4,2,78.97,89.37918,5446.644,132.28796,255,2740093970,1551275273,255,0.044823,0.028973,0.01585,351,82,0,0,1,1,0,0,0,0,Exploits,1
0.885838,tcp,http,FIN,10,8,950,354,19.190868,7721.5024,2799.6091,2,1,98.426445,115.313,5861.764,153.12471,255,3227763530,3457579174,255,0.139904,0.078022,0.061882,95,44,1,0,1,1,0,0,1,0,Normal,0
9e-06,udp,-,INT,2,0,104,0,111111.11,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,1,0,0,0,0,Fuzzers,1
0.0,arp,-,INT,1,0,46,0,0.0,0.0,0.0,0,0,60000.703,0.0,10.954516,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,1,0,0,0,1,Normal,0
5e-06,ipx-n-ip,-,INT,2,0,200,0,200000.0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Exploits,1
1e-06,unas,-,INT,2,0,200,0,1000000.0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,1,1,0,0,0,0,DoS,1
0.131362,tcp,-,FIN,50,52,3848,19084,768.8677,229716.34,1139873.0,11,15,2.672571,2.565314,220.75743,215.55988,255,4179616287,4184089529,255,0.00065,0.000522,0.000128,77,367,0,0,1,1,0,0,0,0,Normal,0
3e-06,udp,dns,INT,2,0,114,0,333333.3,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,5,5,0,0,0,0,Generic,1
2.391934,tcp,-,FIN,12,10,994,794,8.779507,3050.2515,2391.3704,3,2,217.38846,251.49844,12353.823,378.58633,255,2028350031,2209747695,255,0.247874,0.128439,0.119435,83,79,0,0,1,1,0,0,0,0,Fuzzers,1
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,25,0,0,0,0,Generic,1
0.811974,tcp,http,FIN,10,10,808,1018,23.399763,7172.6436,9034.772,2,2,90.21933,82.03767,5611.084,139.15646,255,946759662,3817054029,255,0.106212,0.072962,0.03325,81,102,1,51,1,1,0,0,1,0,DoS,1
1.1e-05,a/n,-,INT,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,6,0,0,0,0,Fuzzers,1
0.004828,tcp,-,FIN,18,18,4320,2456,7249.3784,6760563.5,3844242.0,7,7,0.265412,0.255118,13.006212,0.329753,255,776817221,2925300796,255,0.000606,0.000487,0.000119,240,136,0,0,1,1,0,0,0,0,Normal,0
0.144962,udp,-,CON,2,2,136,104,20.69508,3752.7078,2869.7175,0,0,0.003,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,68,52,0,0,1,1,0,0,0,0,Exploits,1
0.121843,tcp,-,FIN,22,14,1470,1728,287.2549,92184.2,105381.516,5,4,5.802047,9.319462,451.62338,15.700843,255,2828759748,683645064,255,0.000655,0.000531,0.000124,67,123,0,0,1,1,0,0,0,0,Normal,0
58.70576,ospf,-,REQ,60,0,16320,0,1.005012,2186.9062,0.0,0,0,1022.6089,0.0,1273.6067,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,1,0,0,0,0,DoS,1
9e-06,ipnip,-,INT,2,0,180,0,111111.11,80000000.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,4,3,0,0,0,0,Exploits,1
7e-06,udp,-,INT,2,0,104,0,142857.14,59428572.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,1,0,0,0,0,Normal,0
1e-06,udp,dns,INT,2,0,114,0,1000000.0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,16,0,0,0,0,Generic,1
8e-06,dgp,-,INT,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Exploits,1
0.961885,tcp,http,FIN,10,8,932,882,17.673632,6977.9653,6420.726,2,2,106.876114,120.28686,5480.951,228.31348,255,3389842783,2248717287,255,0.22995,0.119197,0.110753,93,110,1,20,1,1,0,0,1,0,Exploits,1
0.539938,tcp,smtp,FIN,52,36,37210,3068,161.12962,540728.75,44197.668,18,8,10.580196,15.411657,1114.8273,40.172672,255,369560238,2581281271,255,0.000652,0.000526,0.000126,716,85,0,0,1,1,0,0,0,0,Normal,0
0.658783,tcp,http,FIN,12,20,1046,20896,47.056465,11645.716,241074.83,2,8,59.889366,33.32263,3765.0881,3719.2542,255,1819034164,478248051,255,0.094856,0.024893,0.069963,87,1045,1,9802,1,1,0,0,1,0,DoS,1
0.995819,tcp,smtp,FIN,52,42,37228,3380,93.390465,293330.44,26510.842,18,8,19.51951,24.275343,1733.6858,57.353397,255,905292229,908083636,255,0.000667,0.000526,0.000141,716,80,0,0,1,1,0,0,0,0,Normal,0
0.001712,udp,-,CON,4,4,520,304,4088.7852,1822429.9,1065420.5,0,0,0.449667,0.2,0.629561,0.277189,0,0,0,0,0.0,0.0,0.0,130,76,0,0,1,1,0,0,0,0,Normal,0
8e-06,unas,-,INT,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,3,0,0,0,0,Exploits,1
8e-06,unas,-,INT,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Exploits,1
7e-06,udp,-,INT,2,0,520,0,142857.14,297142850.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,260,0,0,0,1,1,0,0,0,0,Shellcode,1
0.118553,tcp,-,FIN,68,70,4014,59460,1155.6013,266884.84,3955092.0,7,28,1.764716,1.734397,0.0,91.48039,255,3004383144,917754051,255,0.000761,0.000611,0.00015,59,849,0,0,1,1,0,0,0,0,Normal,0
0.30359,tcp,-,FIN,26,28,4376,2976,174.57756,110886.39,75628.31,7,7,12.12908,11.656154,722.8512,18.840572,255,1655378035,3807829107,255,0.000651,0.000527,0.000124,168,106,0,0,1,1,0,0,0,0,Normal,0
0.894167,tcp,-,FIN,10,8,2062,354,19.012108,16605.398,2773.531,2,1,97.54289,120.94786,5511.739,256.89032,255,2028296653,3186194488,255,0.114993,0.047525,0.067468,206,44,0,0,1,1,0,0,0,0,Normal,0
0.731651,tcp,ftp,FIN,12,12,576,682,31.435753,5773.244,6844.7935,3,4,66.513725,62.124725,3550.382,83.97849,255,1187391328,3179725309,255,0.094582,0.037007,0.057575,48,57,0,0,1,1,0,0,0,0,Normal,0
1.535594,tcp,-,FIN,36,14,34710,988,31.909475,175806.89,4782.514,15,2,41.813717,110.91608,4124.847,169.4726,255,146161921,4097954930,255,0.190433,0.093684,0.096749,964,71,0,0,2,1,0,0,0,0,Fuzzers,1
57.113773,tcp,-,FIN,20,12,1068,536,0.542776,142.17236,68.91508,4,1,3004.5654,5185.9854,406856.84,16131.05,255,1897561745,2922829122,255,0.134861,0.067929,0.066932,53,45,0,0,3,2,0,0,0,0,Normal,0
0.204216,tcp,-,FIN,22,24,2054,2478,220.35492,76820.62,93038.74,6,6,9.70681,8.852087,725.6318,691.36096,255,3733799333,1588745177,255,0.000738,0.000608,0.00013,93,103,0,0,1,1,0,0,0,0,Normal,0
0.0,arp,-,INT,1,0,46,0,0.0,0.0,0.0,0,0,60000.68,0.0,10.954514,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,1,0,0,0,1,Normal,0
1.126982,tcp,-,FIN,14,18,1684,10168,27.507095,11102.219,68175.0,3,5,86.663925,66.264,8823.968,7728.3394,255,38190003,39183935,255,0.000626,0.000489,0.000137,120,565,0,0,1,1,0,0,0,0,Normal,0
0.015916,tcp,-,FIN,48,50,2974,30506,6094.4966,1464187.0,15026892.0,7,18,0.331915,0.3185,19.200705,18.365334,255,771379855,771702706,255,0.000761,0.000619,0.000142,62,610,0,0,1,1,0,0,0,0,Normal,0
8e-06,udp,dns,INT,2,0,114,0,125000.0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,17,0,0,0,0,Generic,1
1e-05,udp,dns,INT,2,0,114,0,100000.0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,1,1,0,0,0,0,Generic,1
0.300343,tcp,-,FIN,10,6,574,268,49.942898,13770.922,5966.5117,2,1,33.371445,49.9974,1712.2041,92.72004,255,3594820412,2528283345,255,0.08565,0.032985,0.052665,57,45,0,0,3,1,0,0,0,0,Normal,0
3e-06,udp,dns,INT,2,0,114,0,333333.3,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,12,0,0,0,0,Generic,1
4e-06,sccopmce,-,INT,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,DoS,1
1.1e-05,scps,-,INT,2,0,200,0,90909.09,72727270.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,6,0,0,0,0,Exploits,1
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,17,0,0,0,0,Generic,1
1.1e-05,udp,dns,INT,2,0,114,0,90909.09,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,6,6,0,0,0,0,Generic,1
0.262114,udp,-,CON,4,4,528,304,26.705938,12086.345,6958.8047,0,0,69.992,51.359,98.96879,72.62481,0,0,0,0,0.0,0.0,0.0,132,76,0,0,1,1,0,0,0,0,Normal,0
3e-06,udp,dns,INT,2,0,114,0,333333.3,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,7,0,0,0,0,Generic,1
