L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,Label,Attack
43874,443,6,0.0,1127,9,7686,12,31,30,27,0,0,0,64,64,1500,52,52,1500,1127.0,7686.0,0,0,97,1,9016000,61488000,13,1,2,0,5,29200,28960,0,0,0,0,0,0,1,injection
43030,443,6,0.0,1732,14,10120,32,27,26,27,4294733,156,234,64,64,1406,52,52,1406,1732.0,90441076.0,0,0,5922,18,88000,376000,18,5,21,0,2,29200,28960,0,0,0,0,0,0,1,ddos
57065,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,11171,1,2748,0,1,xss
61207,1296,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
57750,80,6,7.0,659,7,783,5,27,27,27,4294095,872,872,64,64,559,52,52,559,60599.0,60723.0,0,0,559,1,2392000,2888000,10,0,1,1,0,29200,28960,0,0,0,0,0,0,1,xss
58499,53,17,0.0,71,1,71,1,0,0,0,0,0,0,0,0,71,71,71,71,71.0,71.0,0,0,0,0,568000,568000,2,0,0,0,0,0,0,0,0,37723,1,0,0,1,dos
38472,80,6,7.0,613,6,1418,4,31,30,27,0,0,0,64,64,883,40,40,883,613.0,1418.0,0,0,0,0,4904000,11344000,7,0,2,1,0,29200,65535,0,0,0,0,0,0,1,injection
58154,443,6,91.0,328,6,224,4,19,18,19,4294764,203,203,64,64,60,52,52,60,328.0,224.0,0,0,0,0,8000,8000,10,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
44578,3389,6,0.0,337,5,151,3,30,26,30,0,0,0,64,64,138,40,40,138,337.0,151.0,0,0,0,0,2696000,1208000,7,1,0,0,0,29200,64000,0,0,0,0,0,0,0,Benign
40397,1025,6,0.0,88,2,0,0,2,2,0,4294077,890,0,46,46,44,44,0,44,4444.0,0.0,0,0,0,0,352000,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
33749,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,3303,1,1385,0,1,xss
58178,80,6,7.0,487,6,3337,7,27,27,27,0,0,0,64,64,1500,52,52,1500,487.0,3337.0,0,0,0,0,3896000,26696000,10,1,0,0,2,29200,28960,0,0,0,0,0,0,1,password
48510,80,6,7.0,435,5,3600,7,27,27,27,0,0,0,64,64,1500,52,52,1500,435.0,3600.0,0,0,0,0,3480000,28800000,8,1,1,0,2,29200,28960,0,0,0,0,0,0,1,password
443,53808,6,91.0,52,1,52,1,17,17,16,0,0,0,0,0,52,52,52,52,52.0,52.0,0,0,0,0,416000,416000,2,0,0,0,0,227,229,0,0,0,0,0,0,0,Benign
47598,45361,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
44426,80,6,7.178,2218,7,1403,5,27,27,27,0,0,0,64,64,1500,52,52,1500,2218.0,1403.0,0,0,0,0,17744000,11224000,9,0,1,0,2,29200,26847,0,0,0,0,0,0,1,xss
58744,80,6,7.0,328,6,224,4,19,18,19,4294592,375,375,64,64,60,52,52,60,328.0,224.0,0,0,0,0,0,0,10,0,0,0,0,29200,28960,0,0,0,0,0,0,1,injection
29465,13329,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
52217,53,17,0.0,68,1,100,1,0,0,0,0,0,0,0,0,100,68,68,100,68.0,100.0,0,0,0,0,544000,800000,2,0,0,0,0,0,0,0,0,65493,1,24,0,1,xss
59766,80,6,7.0,2565,6,3600,6,27,27,26,0,0,0,64,64,1500,40,40,1500,2565.0,3600.0,0,0,0,0,20520000,28800000,7,0,1,1,3,29200,65535,0,0,0,0,0,0,1,injection
51238,53,17,0.0,63,1,95,1,0,0,0,0,0,0,0,0,95,63,63,95,63.0,95.0,0,0,0,0,504000,760000,2,0,0,0,0,0,0,0,0,22716,1,60,0,1,dos
50043,53,17,0.0,65,1,65,1,0,0,0,0,0,0,0,0,65,65,65,65,65.0,65.0,0,0,0,0,520000,520000,2,0,0,0,0,0,0,0,0,35256,28,0,0,1,xss
39499,1971,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
33451,2041,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
8261,62403,6,0.0,48,1,80,2,22,2,20,0,0,0,0,0,48,40,40,48,48.0,80.0,0,0,0,0,384000,640000,3,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
47945,32768,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
42108,80,6,7.0,2869,7,590,5,27,27,27,0,0,0,64,64,1500,52,52,1500,2869.0,590.0,0,0,0,0,22952000,4720000,9,0,1,0,2,29200,5792,0,0,0,0,0,0,1,xss
56666,80,6,7.0,938,12,1829,9,27,27,27,4294748,219,219,64,64,1018,40,40,1018,938.0,1829.0,195,1,0,0,32000,64000,17,1,2,1,0,29200,65535,49920,195,0,0,0,0,1,password
57246,9000,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
36309,53,17,0.0,68,1,68,1,0,0,0,0,0,0,0,0,68,68,68,68,68.0,68.0,0,0,0,0,544000,544000,2,0,0,0,0,0,0,0,0,50283,28,0,0,1,xss
55575,38364,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
45562,53,17,5.178,93,1,177,1,0,0,0,0,0,0,0,0,177,93,93,177,93.0,177.0,0,0,0,0,744000,1416000,1,1,0,0,0,0,0,0,0,14495,28,363,0,0,Benign
1304,760,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
34662,53,17,0.0,68,1,100,1,0,0,0,0,0,0,0,0,100,68,68,100,68.0,100.0,0,0,0,0,544000,800000,2,0,0,0,0,0,0,0,0,33174,1,29,0,1,xss
443,42342,6,91.0,1136,5,112,2,27,27,18,4294733,234,0,64,64,329,52,52,329,1136.0,112.0,658,2,0,0,32000,896000,4,0,3,0,0,28960,29200,37376,146,0,0,0,0,0,Benign
57690,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,18591,1,2802,0,1,xss
58886,80,6,7.0,268,5,240,4,18,18,18,0,0,0,64,64,60,52,52,60,268.0,240.0,0,0,0,0,2144000,1920000,9,0,0,0,0,29200,5792,0,0,0,0,0,0,1,ddos
45180,80,6,7.0,3680,8,642,6,27,27,27,0,0,0,64,64,1500,52,52,1500,3680.0,642.0,0,0,0,0,29440000,5136000,10,0,2,0,2,29200,5792,0,0,0,0,0,0,1,xss
49340,53,17,0.0,68,1,100,1,0,0,0,0,0,0,0,0,100,68,68,100,68.0,100.0,0,0,0,0,544000,800000,2,0,0,0,0,0,0,0,0,51144,1,7,0,1,xss
14013,35260,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
38646,32783,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
39994,80,6,7.0,504,5,3812,7,27,27,27,0,0,0,64,64,1500,52,52,1500,504.0,3812.0,0,0,0,0,4032000,30496000,8,0,1,1,2,29200,28960,0,0,0,0,0,0,1,injection
24435,6089,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
18773,2125,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
60782,80,6,7.0,2503,7,1362,4,27,27,27,0,0,0,64,64,1500,52,52,1500,2503.0,1362.0,0,0,0,0,20024000,10896000,8,0,0,1,2,29200,28960,0,0,0,0,0,0,1,xss
39254,443,6,91.0,328,6,224,4,19,18,19,4294498,469,469,64,64,60,52,52,60,328.0,224.0,0,0,0,0,0,0,10,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
47059,53,17,0.0,68,1,100,1,0,0,0,0,0,0,0,0,100,68,68,100,68.0,100.0,0,0,0,0,544000,800000,2,0,0,0,0,0,0,0,0,4727,1,54,0,1,xss
64885,15196,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
27477,4747,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
80,44882,6,7.0,120,2,112,2,18,18,18,4294717,250,0,64,64,60,52,52,60,120.0,112.0,0,0,0,0,0,896000,4,0,0,0,0,28960,29200,0,0,0,0,0,0,0,Benign
41780,53,17,0.0,67,1,67,1,0,0,0,0,0,0,0,0,67,67,67,67,67.0,67.0,0,0,0,0,536000,536000,2,0,0,0,0,0,0,0,0,21818,1,0,0,1,dos
10651,3278,6,0.0,48,1,40,1,22,2,20,4294779,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
42254,80,6,7.0,486,5,3760,6,27,27,27,0,0,0,64,64,1500,52,52,1500,486.0,3760.0,0,0,0,0,3888000,30080000,7,0,1,1,2,29200,28960,0,0,0,0,0,0,1,injection
46212,53,17,0.0,71,1,71,1,0,0,0,0,0,0,0,0,71,71,71,71,71.0,71.0,0,0,0,0,568000,568000,2,0,0,0,0,0,0,0,0,16352,1,0,0,1,dos
64279,56506,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
40845,21571,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
65070,20622,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
45917,5801,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
50308,53,17,0.0,54,1,54,1,0,0,0,0,0,0,0,0,54,54,54,54,54.0,54.0,0,0,0,0,432000,432000,2,0,0,0,0,0,0,0,0,16504,1,0,0,1,ddos
41461,53,17,0.0,50,1,50,1,0,0,0,0,0,0,0,0,50,50,50,50,50.0,50.0,0,0,0,0,400000,400000,2,0,0,0,0,0,0,0,0,50213,1,0,0,1,xss
60536,80,6,7.0,473,6,731,5,27,27,27,0,0,0,64,64,515,52,52,515,473.0,731.0,0,0,0,0,3784000,5848000,9,1,0,1,0,29200,28960,0,0,0,0,0,0,1,password
39768,443,6,0.0,1038,10,5172,18,27,26,27,4294467,500,500,64,64,1406,52,52,1406,874164.0,5060112.0,0,0,2961,9,80000,368000,14,2,11,0,1,29200,28960,0,0,0,0,0,0,1,ddos
37980,443,6,91.0,164,3,112,2,19,18,19,4294811,156,156,64,64,60,52,52,60,164.0,112.0,0,0,0,0,8000,0,5,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
58604,80,6,7.0,2308,7,3541,7,27,27,27,0,0,0,64,64,1500,40,40,1500,2308.0,3541.0,0,0,0,0,18464000,28328000,9,0,1,1,3,29200,65535,0,0,0,0,0,0,1,password
56144,80,6,7.0,787,5,751,5,27,27,27,0,0,0,64,64,571,52,52,571,787.0,751.0,0,0,0,0,6296000,6008000,8,0,0,2,0,29200,28960,0,0,0,0,0,0,1,xss
60361,6059,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
56439,53,17,0.0,68,1,100,1,0,0,0,0,0,0,0,0,100,68,68,100,68.0,100.0,0,0,0,0,544000,800000,2,0,0,0,0,0,0,0,0,54742,1,45,0,1,injection
34176,80,6,7.0,1007,16,4495,14,27,27,27,4294514,453,453,64,64,1500,40,40,1500,180827.0,1324363.0,0,0,0,0,40000,184000,25,0,2,1,2,29200,65535,0,0,0,0,0,0,1,password
58416,80,6,7.0,268,5,240,4,18,18,18,4294936,31,31,64,64,60,52,52,60,268.0,240.0,0,0,0,0,64000,56000,9,0,0,0,0,29200,5792,0,0,0,0,0,0,1,ddos
62499,4000,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
33439,8600,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
44011,2366,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
46411,13173,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
41048,443,6,91.0,276,5,224,4,19,18,19,4294592,375,375,64,64,60,52,52,60,276.0,224.0,0,0,0,0,0,0,9,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
51656,80,6,7.0,415,5,919,5,27,27,27,0,0,0,64,64,703,52,52,703,415.0,919.0,0,0,0,0,3320000,7352000,8,1,0,1,0,29200,28960,0,0,0,0,0,0,1,password
46787,56775,17,0.0,350,1,0,0,0,0,0,0,0,0,0,0,350,350,0,350,350.0,0.0,0,0,0,0,2800000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign
59340,443,6,91.0,440,8,284,5,19,18,19,4294639,328,328,64,64,60,52,52,60,440.0,284.0,0,0,0,0,8000,0,13,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
443,33190,6,91.0,396,7,604,11,19,19,18,4294264,703,703,64,64,60,52,52,60,396.0,604.0,0,0,0,0,0,0,18,0,0,0,0,28960,29200,0,0,0,0,0,0,0,Benign
40458,80,6,7.0,4066,7,80,2,27,27,17,4294959,8,0,64,64,1500,40,40,1500,4066.0,80.0,0,0,0,0,3608000,640000,6,0,0,1,2,29200,1026,0,0,0,0,0,0,1,password
1818,1818,6,0.0,4000,100,0,0,2,2,0,0,0,0,71,71,40,40,0,40,4000.0,0.0,0,0,0,0,32000000,0,100,0,0,0,0,74,0,0,0,0,0,0,0,1,dos
58560,80,6,7.0,216,4,180,3,18,18,18,0,0,0,64,64,60,52,52,60,216.0,180.0,0,0,0,0,1728000,1440000,7,0,0,0,0,29200,5792,0,0,0,0,0,0,1,ddos
55482,80,6,7.0,2998,7,3771,7,27,27,27,4294962,5,5,64,64,1500,40,40,1500,2998.0,3771.0,0,0,0,0,3992000,5024000,9,0,0,1,4,29200,65535,0,0,0,0,0,0,1,password
22479,2917,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
57457,1455,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
35070,80,6,7.0,3103,7,1577,4,27,27,27,0,0,0,64,64,1500,52,52,1500,3103.0,1577.0,0,0,0,0,24824000,12616000,8,0,0,0,3,29200,28960,0,0,0,0,0,0,1,xss
51110,53,17,0.0,118,2,268,2,0,0,0,0,0,0,64,64,134,59,59,134,118.0,268.0,0,0,0,0,944000,2144000,2,2,0,0,0,0,0,0,0,8880,1,9116,0,0,Benign
54503,37241,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
48830,443,6,91.0,164,3,112,2,19,18,19,4294888,79,79,64,64,60,52,52,60,164.0,112.0,0,0,0,0,16000,8000,5,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
34687,443,6,91.0,164,3,112,2,19,18,19,4294952,15,15,64,64,60,52,52,60,164.0,112.0,0,0,0,0,80000,56000,5,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
54296,80,6,7.0,164,3,120,2,18,18,18,4294951,16,16,64,64,60,52,52,60,164.0,120.0,0,0,0,0,72000,56000,5,0,0,0,0,29200,28960,0,0,0,0,0,0,1,injection
64016,9001,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
32896,80,6,7.178,2818,7,1551,4,27,27,27,0,0,0,64,64,1500,52,52,1500,2818.0,1551.0,0,0,0,0,22544000,12408000,8,0,0,0,3,29200,26847,0,0,0,0,0,0,1,xss
53866,80,6,7.0,607,5,2239,6,27,27,27,0,0,0,64,64,1500,52,52,1500,607.0,2239.0,0,0,0,0,4856000,17912000,8,0,1,1,1,29200,28960,0,0,0,0,0,0,1,injection
54952,80,6,7.178,740,6,12815,12,27,27,27,0,0,0,64,64,1500,52,52,1500,740.0,12815.0,0,0,0,0,5920000,102520000,8,0,1,1,8,29200,26847,0,0,0,0,0,0,1,injection
45100,80,6,7.0,5467,16,8833,16,27,27,27,4294150,817,817,64,64,1500,40,40,1500,36301837.0,54503383.0,199,1,1500,1,21624000,35120000,20,3,0,1,8,29200,65535,50944,199,0,0,0,0,1,injection
58681,53,17,0.0,68,1,100,1,0,0,0,0,0,0,0,0,100,68,68,100,68.0,100.0,0,0,0,0,544000,800000,2,0,0,0,0,0,0,0,0,6875,1,16,0,1,xss
50233,1048,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
46760,1061,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
46862,21,6,1.0,360,6,0,0,2,2,0,4294951,16,0,64,64,60,60,0,60,360.0,0.0,0,0,0,0,168000,0,6,0,0,0,0,29200,0,0,0,0,0,0,0,1,password
64886,19947,6,0.0,48,1,80,2,22,2,20,0,0,0,0,0,48,40,40,48,48.0,80.0,0,0,0,0,384000,640000,3,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
53,50388,17,0.0,81,1,0,0,0,0,0,0,0,0,0,0,81,81,0,81,81.0,0.0,0,0,0,0,648000,0,1,0,0,0,0,0,0,0,0,58570,1,928,0,0,Benign
47882,1720,6,158.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,1,scanning
45344,9050,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
47629,53,17,0.0,71,1,71,1,0,0,0,0,0,0,0,0,71,71,71,71,71.0,71.0,0,0,0,0,568000,568000,2,0,0,0,0,0,0,0,0,62924,1,0,0,1,dos
52260,2251,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
46363,2008,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
33130,443,6,91.0,164,3,112,2,19,18,19,4294936,31,31,64,64,60,52,52,60,164.0,112.0,0,0,0,0,40000,24000,5,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
39170,80,6,7.0,532,6,387,4,27,27,27,0,0,0,64,64,264,52,52,264,532.0,387.0,0,0,0,0,4256000,3096000,8,1,1,0,0,29200,28960,0,0,0,0,0,0,1,ddos
443,43202,6,91.0,112,2,164,3,19,19,18,4294342,625,625,64,64,60,52,52,60,5260.0,52112.0,0,0,0,0,416000,416000,5,0,0,0,0,28960,29200,0,0,0,0,0,0,0,Benign
42448,1081,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
36773,65107,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
50064,1900,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
59771,1147,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
42967,53,17,0.0,68,1,100,1,0,0,0,0,0,0,0,0,100,68,68,100,68.0,100.0,0,0,0,0,544000,800000,2,0,0,0,0,0,0,0,0,15516,1,46,0,1,xss
57394,53,17,0.0,68,1,100,1,0,0,0,0,0,0,0,0,100,68,68,100,68.0,100.0,0,0,0,0,544000,800000,2,0,0,0,0,0,0,0,0,25258,1,10,0,1,xss
9545,50774,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
443,50396,6,91.0,164,3,112,2,19,19,18,4294607,360,0,64,64,60,52,52,60,164.0,112.0,0,0,0,0,0,896000,5,0,0,0,0,28960,29200,0,0,0,0,0,0,0,Benign
40511,10386,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
44196,443,6,0.0,272,5,139,3,31,30,27,0,0,0,64,64,92,40,40,92,272.0,139.0,0,0,0,0,2176000,1112000,8,0,0,0,0,29200,65535,0,0,0,0,0,0,1,scanning
443,46706,6,91.0,276,5,380,7,19,19,18,4294638,329,329,64,64,60,52,52,60,276.0,380.0,0,0,0,0,0,8000,12,0,0,0,0,28960,29200,0,0,0,0,0,0,0,Benign
34514,443,6,91.0,440,8,284,5,19,18,19,4294701,266,266,64,64,60,52,52,60,440.0,284.0,0,0,0,0,8000,8000,13,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
50136,443,6,91.0,276,5,172,3,19,18,19,4294499,468,468,64,64,60,52,52,60,22452.0,12052.0,0,0,0,0,0,0,8,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
50227,1334,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
443,44482,6,91.0,500,9,656,12,19,19,18,4294577,390,390,64,64,60,52,52,60,500.0,656.0,0,0,0,0,8000,8000,21,0,0,0,0,28960,29200,0,0,0,0,0,0,0,Benign
443,52034,6,91.0,52,1,0,0,17,17,0,0,0,0,0,0,52,52,0,52,52.0,0.0,0,0,0,0,416000,0,1,0,0,0,0,227,0,0,0,0,0,0,0,0,Benign
58433,4242,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
57211,1069,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
57494,443,6,91.0,112,2,112,2,19,18,19,4294592,0,375,64,64,60,52,52,60,112.0,112.0,0,0,0,0,896000,0,4,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
54432,80,6,7.0,3772,7,176,3,27,27,18,0,0,0,64,64,1500,52,52,1500,3772.0,176.0,304,1,0,0,30176000,1408000,6,0,2,0,2,29200,28960,12288,48,0,0,0,0,1,xss
60904,80,6,7.0,633,5,334,5,27,27,27,0,0,0,64,64,417,52,52,417,633.0,334.0,0,0,0,0,5064000,2672000,9,0,1,0,0,29200,26847,0,0,0,0,0,0,1,xss
43094,80,6,7.0,3031,7,590,5,27,27,27,4294965,2,0,64,64,1500,52,52,1500,3031.0,590.0,0,0,0,0,8080000,4720000,9,0,1,0,2,29200,5792,0,0,0,0,0,0,1,xss
33053,53,17,0.0,68,1,100,1,0,0,0,0,0,0,0,0,100,68,68,100,68.0,100.0,0,0,0,0,544000,800000,2,0,0,0,0,0,0,0,0,60742,1,41,0,1,xss
39496,80,6,7.0,268,5,240,4,18,18,18,4294910,57,57,64,64,60,52,52,60,268.0,240.0,0,0,0,0,32000,32000,9,0,0,0,0,29200,5792,0,0,0,0,0,0,1,ddos
